Entry Name,Priority,Base PP,Type,Targets,Base Accuracy,Effect Accuracy,Makes Contact,Can Be Protected Against,Can Be Reflected By Magic Coat,Can Be Stolen By Snatch,Can Be Copied By Mirror Move,Gains Flinch Chance With King's Rock,Callable by Metronome,Copyable by Mimic,Callable by Assist,Callable by Sleep Talk,Is Sound Based,Has unspecified target,Is HM Move,Category,Has Risk Flag,Match Up Chart Type,Contest Appeal Jam Index,Contest Appeal Type,Base Power,Effect,Animation ID,Name ID,Unused String ID,Exclamation String ID,Description ID,Animation ID 2,Move Effect Type
"Nasty Plot"  - 140,0,20,Dark (17),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),36,Tough (5),0,"sharply boosts special attack" (53),212 (0xD4),"Nasty Plot" (0x85C),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Thinks nasty thoughts to[New Line]sharply boost Sp.Atk." (0x2990),212 (0xD4),Stat Buff (4)
"Quiver Dance"  - 141,0,1,Dark (17),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,1 (0x1),11,Smart (4),0,"unused - 56" (56),97 (0x61),"Quiver Dance" (0x7FB),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),None (0x0),97 (0x61),Stat Buff (4)
"Lovely Kiss"  - 142,0,10,Fairy (9),Selected Target (0),90,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),14,Beauty (2),0,"puts foe to sleep" (1),142 (0x8E),"Lovely Kiss" (0x85E),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Demands a kiss using scary[New Line]face that induces sleep." (0x2992),142 (0x8E),Status Effect (5)
"Charge Beam"  - 143,0,10,Electr (13),Selected Target (0),90,70,false,true,false,false,false,true,true,true,true,false,false,true,false,Special (2),false,1 (0x1),38,Cool (1),50,"unused - 141" (141),351 (0x15F),"Charge Beam" (0x85F),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Fires a bundle of[New Line]energy. May boost Sp.atk." (0x2993),351 (0x15F),Attack (1)
"Fiery Dance"  - 144,0,10,Fire (10),Selected Target (0),100,50,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,15 (0xF),4,Smart (4),80,"unused - 141" (141),315 (0x13B),"Fiery Dance" (0x860),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Flaps to scatter flames.[New Line]May boost Sp.atk." (0x2984),315 (0x13B),Attack (1)
"Lunge"  - 145,0,15,Bug (6),Selected Target (0),100,100,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,2 (0x2),49,Cool (1),80,"hit and attack lowering chance" (68),224 (0xE0),"Lunge" (0x861),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"Lunges at the target[New Line]lowering it's attack." (0x2995),224 (0xE0),Attack (1)
"Disarming Voice"  - 146,0,30,Fairy (9),Both Foes (4),0,0,false,true,false,false,false,true,true,true,true,true,true,true,false,Special (2),false,1 (0x1),13,Cool (1),40,"never misses (set accuracy to 0)" (17),304 (0x130),"Disarming Voice" (0x862),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A startling shriek that[New Line]never misses." (0x2996),304 (0x130),Attack (1)
"Spore"  - 147,0,5,Grass (12),Selected Target (0),100,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),14,Beauty (2),0,"puts foe to sleep" (1),147 (0x93),"Spore" (0x863),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Scatters a cloud of spores[New Line]that always induces sleep." (0x2997),147 (0x93),Status Effect (5)
"Gunk Shot"  - 148,0,5,Poison (3),Selected Target (0),80,30,false,true,false,true,false,false,true,true,true,true,false,true,false,Physical (1),false,15 (0xF),17,Beauty (2),120,"hit and poison chance" (2),51 (0x33),"Gunk Shot" (0x864),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Hurls garbage at the foe.[New Line]May poison." (0x2998),51 (0x33),Attack (1)
"Shell Smash"  - 149,0,1,Dark (17),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,12 (0xC),46,Smart (4),0,"unused - 74" (74),110 (0x6E),"Shell Smash" (0x840),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),None (0x0),110 (0x6E),Stat Buff (4)
"Wood Hammer"  - 150,0,15,Grass (12),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,3 (0x3),31,Cute (3),120,"hit with 33% recoil" (198),233 (0xE9),"Wood Hammer" (0x866),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"The user slams the foe[New Line]with its rugged body." (0x299A),233 (0xE9),Attack (1)
"Foul Play"  - 151,0,15,Dark (17),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,3 (0x3),39,Tough (5),95,"unused - 15" (15),21 (0x15),"Foul Play" (0x867),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Uses the foe's attack[New Line]against them." (0x299B),21 (0x15),Attack (1)
"Crabhammer"  - 152,0,10,Water (11),Selected Target (0),90,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),38,Tough (5),100,"high crit ratio" (43),152 (0x98),"Crabhammer" (0x868),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Hammers with a pincer. Has a[New Line]high critical-hit ratio." (0x299C),152 (0x98),Attack (1)
"Explosion"  - 153,0,5,Normal (0),Both Foes and Ally (6),100,0,false,true,false,true,false,true,true,true,true,true,false,true,false,Physical (1),true,1 (0x1),3,Beauty (2),250,"user faints after hit" (7),153 (0x99),"Explosion" (0x869),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Inflicts severe damage but[New Line]makes the user faint." (0x299D),153 (0x99),Attack (1)
"Air Slash"  - 154,0,15,Flying (2),Selected Target (0),95,30,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),18,Tough (5),75,"hit and flinch chance" (31),314 (0x13A),"Air Slash" (0x86A),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A blade of air that can[New Line]cut the sky." (0x299E),314 (0x13A),Attack (1)
"Protect"  - 155,4,1,Dark (17),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),true,1 (0x1),1,Tough (5),0,"immune to all moves" (111),112 (0x70),"Protect" (0x886),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),None (0x0),112 (0x70),Affects Incoming Move (7)
"Rest"  - 156,0,10,Psychc (14),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),true,3 (0x3),5,Cute (3),0,"user sleeps and fully recovers hp" (37),156 (0x9C),"Rest" (0x86C),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"The user sleeps for 2 turns,[New Line]restoring HP and status." (0x29A0),156 (0x9C),Healing (2)
"Rock Slide"  - 157,0,10,Rock (5),Both Foes (4),90,30,false,true,false,true,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),14,Tough (5),75,"hit and flinch chance" (31),88 (0x58),"Rock Slide" (0x86D),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"May cause a hit[New Line]target to flinch." (0x29A1),88 (0x58),Attack (1)
"Force Palm"  - 158,0,10,Fight (1),Selected Target (0),100,30,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),13,Cool (1),60,"hit and paralyze chance" (6),223 (0xDF),"Force Palm" (0x86E),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Fires a paralysing shockwave[New Line]From the palms." (0x29A2),223 (0xDF),Attack (1)
"Rock Polish"  - 159,0,20,Rock (5),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),39,Cute (3),0,"sharply boosts speed" (52),176 (0xB0),"Rock Polish" (0x86F),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"The user polishes its body[New Line]to reduce drag." (0x29A3),176 (0xB0),Stat Buff (4)
"Cotton Guard"  - 160,0,10,Grass (12),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),true,1 (0x1),36,Beauty (2),0,"unused - 63" (63),349 (0x15D),"Cotton Guard" (0x870),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Wraps up in cotton,[New Line]drastically raising Def." (0x29A4),54 (0x36),Stat Buff (4)
"Tri Attack"  - 161,0,10,Normal (0),Selected Target (0),100,20,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),12,Beauty (2),80,"hit and chance to burn,freeze or paralyze" (36),161 (0xA1),"Tri Attack" (0x871),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Fires three beams. May[New Line]cause Brn, Frz, or Par." (0x29A5),161 (0xA1),Attack (1)
"Super Fang"  - 162,0,10,Normal (0),Selected Target (0),90,0,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,4 (0x4),46,Tough (5),1,"halves targets remaining hp" (40),29 (0x1D),"Super Fang" (0x872),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Sharp-fanged attack that[New Line]cuts half the target's HP." (0x29A6),29 (0x1D),Attack (1)
"Slash"  - 163,0,20,Normal (0),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),38,Cool (1),70,"high crit ratio" (43),163 (0xA3),"Slash" (0x873),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"Slashes with claws, etc. Has[New Line]a high critical-hit ratio." (0x29A7),163 (0xA3),Attack (1)
"Substitute"  - 164,0,10,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),5,Smart (4),0,"creates a substitute" (79),164 (0xA4),"Substitute" (0x874),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Creates a decoy using 1/4[New Line]of the user's maximum HP." (0x29A8),164 (0xA4),Misc (10)
"Struggle"  - 165,0,1,Normal (0),Selected Target (0),100,0,true,true,false,false,false,true,false,false,false,true,false,true,false,Physical (1),true,1 (0x1),1,Cool (1),50,"hit with 25% recoil" (48),165 (0xA5),"Struggle" (0x875),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Used when all PP are gone.[New Line]Also hurts the user a bit." (0x29A9),165 (0xA5),Attack (1)
"Shadow Rush"  - 166,0,5,Normal (0),Selected Target (0),95,0,true,true,false,false,false,true,false,false,false,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),90,"weather changes type and doubles power" (203),357 (0x165),"Shadow Rush" (0x876),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shady tackle with recoil[New Line]but consistent damage." (0x29AA),356 (0x164),Attack (1)
"Draining Kiss"  - 167,0,10,Fairy (9),Selected Target (0),100,0,true,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),1,Cool (1),50,"hit and absorb 50%" (3),343 (0x157),"Draining Kiss" (0x877),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A kiss that drains HP[New Line]from the foe." (0x29AB),343 (0x157),Attack (1)
"Night Slash"  - 168,0,15,Dark (17),Selected Target (0),100,0,true,true,false,false,false,true,false,true,false,true,false,true,false,Physical (1),false,1 (0x1),32,Tough (5),70,"high crit ratio" (43),168 (0xA8),"Night Slash" (0x878),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Slashes the foe when the[New Line]perfect opportunity arises." (0x29AC),168 (0xA8),Attack (1)
"Dazzling Gleam"  - 169,0,10,Fairy (9),Both Foes (4),100,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,15 (0xF),27,Smart (4),80,No effect (0),295 (0x127),"Dazzling Gleam" (0x879),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"Damages the opposing team[New Line]with a powerful flash." (0x29AD),295 (0x127),Attack (1)
"Heart Stamp"  - 170,0,25,Psychc (14),Selected Target (0),100,20,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),48,Smart (4),60,"hit and flinch chance" (31),216 (0xD8),"Heart Stamp" (0x87A),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"May cause a hit[New Line]target to flinch." (0x29A1),216 (0xD8),Attack (1)
"V-Create"  - 171,0,5,Fire (10),Selected Target (0),95,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,15 (0xF),14,Smart (4),180,"recovers a consumed item" (184),315 (0x13B),"V-Create" (0x87B),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"An intense fiery blaze[New Line]which weakens the user." (0x29AF),315 (0x13B),Attack (1)
"Flame Wheel"  - 172,0,25,Fire (10),Selected Target (0),100,10,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),1,Beauty (2),60,"hit and burn chance, thaws user from frozen" (125),83 (0x53),"Flame Wheel" (0x87C),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A fiery charge attack that[New Line]may inflict a burn." (0x29B0),83 (0x53),Attack (1)
"Shadow Strike"  - 173,0,5,Normal (0),Selected Target (0),95,0,false,true,false,false,false,true,true,true,true,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),100,"unused - 14" (14),354 (0x162),"Shadow Strike" (0x87D),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"A psychic wave is[New Line]manifested to hit physically." (0x29B1),354 (0x162),Attack (1)
"Curse"  - 174,0,10,Ghost (7),Selected Target (0),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,10 (0xA),42,Tough (5),0,"ghost types curse opponent, others raise attack and defense but drop speed" (109),174 (0xAE),"Curse" (0x87E),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"A move that functions[New Line]differently for Ghosts." (0x29B2),174 (0xAE),Status Effect (5)
"Stomping Tantrum"  - 175,0,10,Ground (4),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),34,Cute (3),75,No effect (0),69 (0x45),"Stomping Tantrum" (0x87F),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6F),"The user attacks[New Line]driven by rage." (0x29B3),69 (0x45),Attack (1)
"Fairy Wind"  - 176,0,30,Fairy (9),Selected Target (0),100,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,3 (0x3),36,Beauty (2),40,No effect (0),60 (0x3C),"Fairy Wind" (0x880),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Strikes the target with[New Line]pixie dust." (0x29B4),60 (0x3C),Attack (1)
"Aeroblast"  - 177,0,5,Flying (2),Selected Target (0),95,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),38,Cool (1),100,"high crit ratio" (43),177 (0xB1),"Aeroblast" (0x881),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Launches a vacuumed blast.[New Line]High critical-hit ratio." (0x29B5),177 (0xB1),Attack (1)
"Acrobatics"  - 178,0,20,Flying (2),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),18,Beauty (2),55,No effect (0),245 (0xF5),"Acrobatics" (0x882),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Power doubles when user[New Line]holds no item." (0x29B6),245 (0xF5),Attack (1)
"Razor Shell"  - 179,0,10,Water (11),Selected Target (0),95,50,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),31,Cool (1),75,"hit and defense lowering chance" (69),128 (0x80),"Razor Shell" (0x883),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Cuts the target with a[New Line]sharp shell." (0x29B7),128 (0x80),Attack (1)
"Hidden Power"  - 180,0,10,Ice (15),Selected Target (0),100,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,15 (0xF),34,Tough (5),60,No effect (0),237 (0xED),"Hidden Power" (0x90A),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"The move's type[New Line]varies." (0x2A3E),237 (0xED),Attack (1)
"Powder Snow"  - 181,0,25,Ice (15),Both Foes (4),100,10,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),1,Beauty (2),40,"hit and freeze chance" (5),181 (0xB5),"Powder Snow" (0x885),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Blasts target with a snowy[New Line]gust. May cause freezing." (0x29B9),181 (0xB5),Attack (1)
"Protect"  - 182,4,30,Normal (0),User (5),0,0,false,false,false,false,false,false,false,true,false,true,false,true,false,Neither (0),false,3 (0x3),6,Cute (3),0,"immune to all moves" (111),112 (0x70),"Protect" (0x886),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Evades attack, but may fail[New Line]if used in succession." (0x29BA),112 (0x70),Affects Incoming Move (7)
"Mach Punch"  - 183,1,30,Fight (1),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),41,Cool (1),40,"increased priority (still need to set priority field)" (103),183 (0xB7),"Mach Punch" (0x887),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A punch thrown at[New Line]wicked speed." (0x2905),183 (0xB7),Attack (1)
"Scary Face"  - 184,0,10,Normal (0),Selected Target (0),100,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),18,Tough (5),0,"harshly lowers foes speed" (60),184 (0xB8),"Scary Face" (0x888),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F70),"Frightens with a scary face[New Line]to sharply reduce Speed." (0x29BC),184 (0xB8),Stat Nerf (3)
"Feint Attack"  - 185,0,20,Dark (17),Selected Target (0),0,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),30,Smart (4),60,"never misses (set accuracy to 0)" (17),185 (0xB9),"Feint Attack" (0x889),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Draws the target close,[New Line]then strikes without fail." (0x29BD),185 (0xB9),Attack (1)
"Sweet Kiss"  - 186,0,10,Fairy (9),Selected Target (0),90,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),27,Cute (3),0,"confuses opponent" (49),186 (0xBA),"Sweet Kiss" (0x88A),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Demands a kiss with a cute[New Line]look. May cause confusion." (0x29BE),186 (0xBA),Status Effect (5)
"Belly Drum"  - 187,0,10,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),true,3 (0x3),39,Cute (3),0,"takes half user's max hp then maxes out attack" (142),187 (0xBB),"Belly Drum" (0x88B),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Maximizes Attack while[New Line]sacrificing HP." (0x29BF),187 (0xBB),Stat Buff (4)
"Sludge Bomb"  - 188,0,10,Poison (3),Selected Target (0),100,30,false,true,false,true,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),18,Tough (5),90,"hit and poison chance" (2),188 (0xBC),"Sludge Bomb" (0x88C),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Sludge is hurled to inflict[New Line]damage. May also poison." (0x29C0),188 (0xBC),Attack (1)
"Mud-Slap"  - 189,0,10,Ground (4),Selected Target (0),100,100,false,true,false,true,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),18,Cute (3),20,"hit and accuracy lowering chance" (73),189 (0xBD),"Mud-Slap" (0x88D),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Hurls mud in the target's[New Line]face to reduce accuracy." (0x29C1),189 (0xBD),Attack (1)
"Shadow Whip"  - 190,0,5,Normal (0),Selected Target (0),90,20,false,true,false,false,false,false,true,true,true,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),60,"hit and poison chance" (2),338 (0x152),"Shadow Whip" (0x88E),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Strikes the foe with vines[New Line]steeped in toxins." (0x29C2),338 (0x152),Attack (1)
"Spikes"  - 191,0,20,Ground (4),Opponent's Feet (7),0,0,false,false,false,false,false,false,true,true,true,true,false,false,false,Neither (0),false,3 (0x3),27,Smart (4),0,"spikes on opponents side of the field" (112),191 (0xBF),"Spikes" (0x88F),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Sets spikes that hurt a[New Line]foe switching out." (0x29C3),191 (0xBF),Field Effect (6)
"Zap Cannon"  - 192,0,5,Electr (13),Selected Target (0),50,100,false,true,false,true,true,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),1,Cool (1),120,"hit and paralyze chance" (6),192 (0xC0),"Zap Cannon" (0x890),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Powerful and sure to cause[New Line]paralysis, but inaccurate." (0x29C4),192 (0xC0),Attack (1)
"Shadow Focus"  - 193,0,5,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"1 hit for each party pokemon" (154),176 (0xB0),"Shadow Focus" (0x891),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"Focuses it's aura, raising[New Line]attack and accuracy." (0x29C5),176 (0xB0),Stat Buff (4)
"Destiny Bond"  - 194,0,5,Ghost (7),User (5),0,0,false,false,false,false,false,false,false,true,false,true,false,true,false,Neither (0),false,3 (0x3),3,Smart (4),0,"causes a foe that K.O.s the user before the user's next move to also be K.O.d" (98),194 (0xC2),"Destiny Bond" (0x892),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"If the user faints, the foe[New Line]is also made to faint." (0x29C6),194 (0xC2),Misc (10)
"Perish Song"  - 195,0,5,Normal (0),User (5),0,0,false,false,false,false,false,false,true,true,true,true,true,true,false,Neither (0),true,15 (0xF),46,Beauty (2),0,"all present pokemon will faint in 3 turns" (114),195 (0xC3),"Perish Song" (0x893),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Any Pokémon hearing this[New Line]song faints in 3 turns." (0x29C7),195 (0xC3),Misc (10)
"Icy Wind"  - 196,0,15,Ice (15),Both Foes (4),95,100,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),14,Beauty (2),55,"hit and speed lowering chance" (70),196 (0xC4),"Icy Wind" (0x894),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A frosty attack that[New Line]lowers the foe's Speed." (0x29C8),196 (0xC4),Attack (1)
"Shadow Guard"  - 197,4,5,Normal (0),User (5),0,0,false,false,false,false,false,false,false,true,false,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"survives next hit with 1 hp" (116),151 (0x97),"Shadow Guard" (0x895),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Evades all moves. May fail[New Line]if used in succession." (0x29C9),151 (0x97),Affects Incoming Move (7)
"Freeze Dry"  - 198,0,20,Ice (15),Selected Target (0),100,10,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),1,Tough (5),70,"hit and freeze chance" (5),181 (0xB5),"Freeze Dry" (0x896),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Freezes liquid. Effective[New Line]against water." (0x29BB),181 (0xB5),Attack (1)
"Lock-On"  - 199,0,5,Normal (0),Selected Target (0),100,0,false,true,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),48,Smart (4),0,"next move has 100% accuracy" (94),199 (0xC7),"Lock-On" (0x897),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Locks onto the target to[New Line]ensure the next move hits." (0x29CB),199 (0xC7),Status Effect (5)
"Outrage"  - 200,0,5,Dragon (16),Random (3),100,100,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),true,1 (0x1),19,Cool (1),120,"2-3 turn rampage then user becomes confused" (27),200 (0xC8),"Outrage" (0x898),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A rampage of 2 to 3 turns[New Line]that confuses the user." (0x29CC),200 (0xC8),Attack (1)
"Sandstorm"  - 201,0,10,Rock (5),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),44,Tough (5),0,"changes weather to sandstorm" (115),201 (0xC9),"Sandstorm" (0x899),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Causes a sandstorm that[New Line]rages for several turns." (0x29CD),201 (0xC9),Field Effect (6)
"Giga Drain"  - 202,0,10,Grass (12),Selected Target (0),100,0,false,true,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,1 (0x1),18,Smart (4),75,"hit and absorb 50%" (3),202 (0xCA),"Giga Drain" (0x89A),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An attack that absorbs[New Line]half the damage inflicted." (0x29CE),202 (0xCA),Attack (1)
"Shadow Colours"  - 203,0,5,Normal (0),Selected Target (0),100,50,false,true,false,false,false,false,true,true,true,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),70,"hit and chance to burn,freeze or paralyze" (36),62 (0x3E),"Shadow Colours" (0x89B),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Likely to burn,paralyse[New Line]or freeze the target." (0x29CF),62 (0x3E),Attack (1)
"Charm"  - 204,0,20,Fairy (9),Selected Target (0),100,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),20,Cute (3),0,"harshly lowers foes attack" (58),204 (0xCC),"Charm" (0x89C),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F71),"Charms the target, sharply[New Line]reducing its Attack." (0x29D0),204 (0xCC),Stat Nerf (3)
"Avalanche"  - 205,-4,10,Ice (15),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),48,Tough (5),60,"double damage if user has been hit this turn" (185),301 (0x12D),"Avalanche" (0x89D),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Inflicts double damage if[New Line]user has been hurt this turn." (0x29D1),301 (0x12D),Attack (1)
"False Swipe"  - 206,0,40,Normal (0),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),14,Cool (1),60,"leaves foe with at least 1hp" (101),154 (0x9A),"False Swipe" (0x89E),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An attack that leaves the[New Line]target with at least 1 HP." (0x29D2),154 (0x9A),Attack (1)
"Swagger"  - 207,0,15,Normal (0),Selected Target (0),85,0,false,true,true,false,false,false,true,true,true,true,false,true,false,Neither (0),false,15 (0xF),30,Cute (3),0,"sharply raises foes attack and then confuses foe" (118),207 (0xCF),"Swagger" (0x89F),"MsgID 0x4FC1" (0x4FC1),"!" (0x4F6E),"Confuses the target, but[New Line]sharply raises Attack." (0x29D3),207 (0xCF),Status Effect (5)
"Shadow Spirit"  - 208,0,5,Normal (0),Selected Target (0),100,0,false,true,false,false,false,false,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),55,"hit and absorb 50%" (3),138 (0x8A),"Shadow Spirit" (0x8A0),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Restores Half the HP it[New Line]drained from the foe." (0x29D4),138 (0x8A),Attack (1)
"Spark"  - 209,0,20,Electr (13),Selected Target (0),100,30,true,true,false,false,false,false,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),13,Cool (1),65,"hit and paralyze chance" (6),209 (0xD1),"Spark" (0x8A1),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"An electrified tackle that[New Line]may paralyze the target." (0x29D5),209 (0xD1),Attack (1)
