Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 Tailwind,TM02 Fire Blast,TM03 U-Turn,TM04 Hurricane,TM05 Sludge Wave,TM06 Dazzling Gleam,TM07 Foul Play,TM08 Power-Up Punch,TM09 Thunder Wave,TM10 Ice Beam,TM11 Will-O-Wisp,TM12 Wild Charge,TM13 Trick Room,TM14 Scald,TM15 Flamethrower,TM16 Iron Head,TM17 Thunderbolt,TM18 Freeze Dry,TM19 Sludge Bomb,TM20 Energy Ball,TM21 Zen Headbutt,TM22 Discharge,TM23 Dragon Pulse,TM24 Superpower,TM25 Earthquake,TM26 Earth Power,TM27 Heat Wave,TM28 Blizzard,TM29 Sucker Punch,TM30 Gunk Shot,TM31 Psyshock,TM32 Shadow Ball,TM33 Rock Slide,TM34 Solarbeam,TM35 Focus Blast,TM36 X-Scissor,TM37 Thunder,TM38 Aerial Ace,TM39 Waterfall,TM40 Dragon Claw,TM41 Toxic,TM42 Flame Charge,TM43 Poison Jab,TM44 Knock Off,TM45 Reflect,TM46 Light Screen,TM47 Surf,TM48 Stone Edge,TM49 Psychic,TM50 Dark Pulse,HM01 Helping Hand,HM02 Substitute,HM03 Facade,HM04 Stomping Tantrum,HM05 Shadow Rush,HM06 Shadow Sky,HM07 Shadow Madness,HM08 Shadow Shake,TutorMove01 Draco Meteor,TutorMove02 Protect,TutorMove03 Wide Guard,TutorMove04 Encore,TutorMove05 Fire Punch,TutorMove06 Thunder Punch,TutorMove07 Ice Punch,TutorMove08 Icy Wind,TutorMove09 Snarl,TutorMove10 Taunt,TutorMove11 Rain Dance,TutorMove12 Sunny Day,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
"Beautifly"  - 292,Very Fast (1),180,50% Male (127),161,70 (0x46),10,284,729 (0x2D9),267 (0x10B),1360 (0x550),267,16,"Beautifly" (0x4F3),"Butterfly" (0x669),0 (0x0),273 (0x111),659 (0x293),pkx_agehunt.fsys (292),Bug (6),Flying (2),Lightningrod (31),None (0),true,false,true,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,true,false,true,false,true,true,false,false,true,false,true,true,false,false,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,true,Roseli Berry (157),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,85,60,115,75,105,0,0,0,3,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Fairy Wind (176),1,Quiver Dance (43),1,Gust (16),1,Stun Spore (78),22,Morning Sun (234),26,Giga Drain (202),30,Acrobatics (178),32,Icy Wind (196),35,Silver Wind (318),38,Steel Wing (211),40,Air Slash (154),42,U-Turn (287),44,Dazzling Gleam (169),46,Bug Buzz (30),48,Energy Ball (91),50,Moonblast (296),55,Hurricane (239),60,Leaf Storm (121),0,None (0),3 (0x3),face292.gtx Regular (267),poke_dance.fsys -> agehunt.atx (0x17E13200),3 (0x3),face292.gtx Shiny (653),poke_dance.fsys -> agehunt_c.atx (0x17E23200)
"Cascoon"  - 293,Very Fast (1),120,50% Male (127),72,70 (0x46),7,115,730 (0x2DA),268 (0x10C),1360 (0x550),268,17,"Cascoon" (0x4F4),"Cocoon" (0x64C),0 (0x0),274 (0x112),660 (0x294),pkx_mayuld.fsys (293),Bug (6),Bug (6),Shed Skin (61),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),55,40,50,40,150,15,0,0,2,0,0,0,Level Up (4),10 (0xA),Dustox (294),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bug Bite (40),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),7 (0x7),face293.gtx Regular (268),poke_dance.fsys -> mayuld.atx (0x1D203200),7 (0x7),face293.gtx Shiny (654),poke_dance.fsys -> mayuld_c.atx (0x1D213200)
"Dustox"  - 294,Very Fast (1),180,50% Male (127),160,70 (0x46),12,316,731 (0x2DB),269 (0x10D),1360 (0x550),269,18,"Dustox" (0x4F5),"Poison Moth" (0x680),0 (0x0),275 (0x113),661 (0x295),pkx_dokucale.fsys (294),Bug (6),Poison (3),Levitate (26),None (0),false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Babiri Berry (156),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,60,80,105,120,65,0,0,0,0,3,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Confusion (93),1,Icy Wind (196),1,Gust (16),1,Quiver Dance (43),22,Moonlight (236),26,Silver Wind (318),30,Psybeam (60),32,Shadow Ball (247),35,Signal Beam (324),38,Psyshock (133),40,Air Slash (154),42,Toxic (92),44,Bug Buzz (30),46,Sludge Bomb (188),48,Energy Ball (91),50,Sludge Wave (308),55,Hurricane (239),60,Leaf Storm (121),0,None (0),4 (0x4),face294.gtx Regular (269),poke_dance.fsys -> dokucale.atx (0x1C0D3200),4 (0x4),face294.gtx Shiny (655),poke_dance.fsys -> dokucale_c.atx (0x1C0E3200)
"Lotad"  - 295,Very Fast (1),255,50% Male (127),74,70 (0x46),5,26,732 (0x2DC),270 (0x10E),1360 (0x550),270,19,"Lotad" (0x4F6),"Water Weed" (0x5FF),0 (0x0),276 (0x114),662 (0x296),pkx_hassboh.fsys (295),Water (11),Grass (12),Swift Swim (33),Rain Dish (44),false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,true,true,true,false,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),55,60,55,70,80,30,0,0,0,0,1,0,Level Up (4),14 (0xE),Lombre (296),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Leech Seed (73),1,Body Slam (34),1,Fake Out (252),1,Bubblebeam (61),27,Giga Drain (202),31,Swagger (207),35,Water Pulse (352),38,Energy Ball (91),43,Hydro Pump (56),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face295.gtx Regular (270),poke_dance.fsys -> hassboh.atx (0x1C723200),4 (0x4),face295.gtx Shiny (656),poke_dance.fsys -> hassboh_c.atx (0x1C733200)
"Lombre"  - 296,Very Fast (1),120,50% Male (127),141,70 (0x46),12,325,733 (0x2DD),271 (0x10F),1360 (0x550),271,20,"Lombre" (0x4F7),"Jolly" (0x6E2),0 (0x0),277 (0x115),663 (0x297),pkx_hasubrero.fsys (296),Water (11),Grass (12),Swift Swim (33),Rain Dish (44),false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,true,false,true,true,false,false,true,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,true,true,true,false,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),75,70,65,85,95,60,0,0,0,0,2,0,Evolution Stone (7),97 (0x61),Ludicolo (297),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Leech Seed (73),1,Mega Drain (72),1,Water Pulse (352),1,Rain Dance (240),27,Mud Shot (341),31,Facade (263),35,Calm Mind (129),38,Giga Drain (202),40,Signal Beam (324),43,Swagger (207),46,Power Gem (285),48,Scald (17),50,Earth Power (11),52,Energy Ball (91),54,First Impression (24),56,Surf (57),58,Solarbeam (76),60,Hydro Pump (56),0,None (0),4 (0x4),face296.gtx Regular (271),poke_dance.fsys -> hasubrero.atx (0x1C743200),4 (0x4),face296.gtx Shiny (657),poke_dance.fsys -> hasubrero_c.atx (0x1C753200)
"Ludicolo"  - 297,Very Fast (1),45,50% Male (127),221,70 (0x46),15,550,734 (0x2DE),272 (0x110),1360 (0x550),272,21,"Ludicolo" (0x4F8),"Carefree" (0x69E),0 (0x0),278 (0x116),664 (0x298),pkx_runpappa.fsys (297),Water (11),Grass (12),Swift Swim (33),Rain Dish (44),false,false,false,false,true,false,false,true,true,true,false,false,false,true,false,true,false,true,false,true,true,false,false,false,true,false,false,true,true,false,false,true,false,true,false,false,false,false,true,false,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),90,80,80,100,110,70,0,0,0,0,3,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Leech Seed (73),1,Mega Drain (72),1,Water Pulse (352),1,Rain Dance (240),27,Mud Shot (341),31,Facade (263),35,Calm Mind (129),38,Giga Drain (202),40,Signal Beam (324),43,Swagger (207),46,Power Gem (285),48,Scald (17),50,Earth Power (11),52,Energy Ball (91),54,First Impression (24),56,Surf (57),58,Solarbeam (76),60,Hydro Pump (56),0,None (0),4 (0x4),face297.gtx Regular (272),poke_dance.fsys -> runpappa.atx (0x1DEC3200),4 (0x4),face297.gtx Shiny (658),poke_dance.fsys -> runpappa_c.atx (0x1DED3200)
"Seedot"  - 298,Very Fast (1),255,50% Male (127),74,70 (0x46),5,40,735 (0x2DF),273 (0x111),1360 (0x550),273,22,"Seedot" (0x4F9),"Acorn" (0x68D),0 (0x0),279 (0x117),665 (0x299),pkx_taneboh.fsys (298),Grass (12),Grass (12),Chlorophyll (34),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),64,78,50,78,50,30,0,0,1,0,0,0,Level Up (4),14 (0xE),Nuzleaf (299),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Roost (117),3,Seed Bomb (106),7,Splash (74),13,Leech Seed (73),21,Synthesis (235),31,Sunny Day (241),43,Explosion (153),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face298.gtx Regular (273),poke_dance.fsys -> taneboh.atx (0x1E283200),6 (0x6),face298.gtx Shiny (659),poke_dance.fsys -> taneboh_c.atx (0x1E293200)
"Nuzleaf"  - 299,Very Fast (1),120,50% Male (127),141,70 (0x46),10,280,736 (0x2E0),274 (0x112),1360 (0x550),274,23,"Nuzleaf" (0x4FA),"Wily" (0x5ED),0 (0x0),280 (0x118),666 (0x29A),pkx_konohana.fsys (299),Grass (12),Dark (17),Chlorophyll (34),None (0),true,false,true,false,true,false,true,true,true,false,false,false,true,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,true,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,95,55,95,55,70,0,2,0,0,0,0,Evolution Stone (7),98 (0x62),Shiftry (300),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Feint (338),3,Seed Bomb (106),7,Nasty Plot (140),13,Giga Drain (202),19,Fake Out (252),25,Hidden Power (314),31,Feint Attack (185),37,Payback (107),43,Wood Hammer (150),49,Explosion (153),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face299.gtx Regular (274),poke_dance.fsys -> konohana.atx (0x1CE33200),6 (0x6),face299.gtx Shiny (660),poke_dance.fsys -> konohana_c.atx (0x1CE43200)
"Shiftry"  - 300,Very Fast (1),45,50% Male (127),181,70 (0x46),13,596,737 (0x2E1),275 (0x113),1360 (0x550),275,24,"Shiftry" (0x4FB),"Wicked" (0x6E4),0 (0x0),281 (0x119),667 (0x29B),pkx_dirteng.fsys (300),Grass (12),Dark (17),Chlorophyll (34),None (0),true,false,true,true,true,false,true,true,true,false,false,false,true,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true,false,true,false,true,false,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,false,false,true,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),100,120,70,120,70,80,0,3,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Leech Life (81),1,Swagger (207),1,Leaf Blade (348),1,Night Slash (168),64,Fake Out (252),66,Sucker Punch (21),68,Shadow Ball (247),70,Energy Ball (91),72,Foul Play (151),74,Earthquake (89),76,Hammer Arm (118),78,Wood Hammer (150),80,Leaf Storm (121),1,Knock Off (48),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face300.gtx Regular (275),poke_dance.fsys -> dirteng.atx (0x1BFF3200),6 (0x6),face300.gtx Shiny (661),poke_dance.fsys -> dirteng_c.atx (0x1C003200)
"Nincada"  - 301,Very Fast (1),255,50% Male (127),65,70 (0x46),5,55,752 (0x2F0),290 (0x122),1360 (0x550),290,42,"Nincada" (0x50A),"Trainee" (0x652),0 (0x0),282 (0x11A),668 (0x29C),pkx_tutinin.fsys (301),Bug (6),Ground (4),No Guard (93),None (0),false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,false,false,Coba Berry (150),Passho Berry (159),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),50,95,90,80,45,40,0,0,1,0,0,0,Level Up (4),20 (0x14),Ninjask (302),Shedinja evolution method (14),20 (0x14),Shedinja (303),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Fury Cutter (210),1,Mud Shot (341),1,Protect (182),1,Absorb (71),20,Bug Bite (40),21,Rock Tomb (317),23,Metal Claw (232),25,Iron Defense (334),28,Stomping Tantrum (175),30,Knock Off (48),33,U-Turn (287),36,Night Slash (168),38,X-Scissor (36),40,Drill Run (312),45,Shadow Ball (247),50,First Impression (24),55,Sludge Bomb (188),60,Earthquake (89),0,None (0),8 (0x8),face301.gtx Regular (276),poke_dance.fsys -> tutinin.atx (0x1E463200),8 (0x8),face301.gtx Shiny (662),poke_dance.fsys -> tutinin_c.atx (0x1E473200)
"Ninjask"  - 302,Very Fast (1),120,50% Male (127),155,70 (0x46),8,120,753 (0x2F1),291 (0x123),1360 (0x550),291,43,"Ninjask" (0x50B),"Ninja" (0x653),0 (0x0),283 (0x11B),669 (0x29D),pkx_tekkanin.fsys (302),Bug (6),Flying (2),No Guard (93),Speed Boost (3),true,false,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,125,55,55,55,160,0,0,0,0,0,2,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bug Bite (40),1,Protect (182),1,Shadow Punch (325),1,Feint Attack (185),20,Aerial Ace (332),23,U-Turn (287),26,Slash (163),30,Night Slash (168),33,Acrobatics (178),36,Steel Wing (211),40,Swords Dance (14),43,Leech Life (81),46,Poison Jab (15),50,First Impression (24),53,Leaf Blade (348),55,Meteor Mash (309),58,Brave Bird (123),60,Wood Hammer (150),0,None (0),3 (0x3),face302.gtx Regular (277),poke_dance.fsys -> tekkanin.atx (0x1E2E3200),3 (0x3),face302.gtx Shiny (663),poke_dance.fsys -> tekkanin_c.atx (0x1E2F3200)
"Shedinja"  - 303,Very Fast (1),45,Genderless (255),95,70 (0x46),8,12,754 (0x2F2),292 (0x124),1360 (0x550),292,44,"Shedinja" (0x50C),"Shed" (0x698),0 (0x0),284 (0x11C),670 (0x29E),pkx_nukenin.fsys (303),Bug (6),Ghost (7),Wonder Guard (25),None (0),true,false,true,false,true,false,true,false,true,false,true,false,true,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,true,false,true,true,false,false,false,true,false,true,false,false,true,false,true,true,true,true,false,false,true,true,true,true,false,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),1,125,107,125,107,55,2,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Shadow Sneak (41),1,Confuse Ray (109),1,Double Team (104),1,Bug Bite (40),22,Feint Attack (185),25,Hex (251),28,U-Turn (287),30,Destiny Bond (194),33,Shadow Claw (139),36,Air Slash (154),38,Tri Attack (161),40,Aura Sphere (4),43,Shadow Ball (247),46,Bug Buzz (30),50,Swords Dance (14),55,First Impression (24),60,Foul Play (151),70,Explosion (153),0,None (0),6 (0x6),face303.gtx Regular (278),poke_dance.fsys -> nukenin.atx (0x1D683200),6 (0x6),face303.gtx Shiny (664),poke_dance.fsys -> nukenin_c.atx (0x1D693200)
"Taillow"  - 304,Very Fast (1),200,50% Male (127),59,70 (0x46),3,23,738 (0x2E2),276 (0x114),1360 (0x550),276,25,"Taillow" (0x4FC),"Tinyswallow" (0x63D),0 (0x0),285 (0x11D),671 (0x29F),pkx_subame.fsys (304),Normal (0),Flying (2),Guts (62),None (0),true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),50,85,55,75,50,85,0,0,0,0,0,1,Level Up (4),22 (0x16),Swellow (305),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Peck (64),1,Helping Hand (270),1,Hyper Voice (304),1,Roost (117),4,Encore (227),8,Quick Attack (98),23,Acrobatics (178),25,Feint (338),27,Heal Bell (215),31,Drill Peck (65),36,Double-Edge (38),40,Brave Bird (123),43,Boomburst (253),47,Hurricane (239),50,Giga Impact (320),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face304.gtx Regular (279),poke_dance.fsys -> subame.atx (0x1E1E3200),2 (0x2),face304.gtx Shiny (665),poke_dance.fsys -> subame_c.atx (0x1E1F3200)
"Swellow"  - 305,Very Fast (1),150,50% Male (127),162,70 (0x46),7,198,739 (0x2E3),277 (0x115),1360 (0x550),277,26,"Swellow" (0x4FD),"Swallow" (0x66C),0 (0x0),286 (0x11E),672 (0x2A0),pkx_ohsubame.fsys (305),Normal (0),Flying (2),Sand Rush (91),None (0),true,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,Coba Berry (150),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,105,70,90,60,125,0,0,0,0,0,2,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Peck (64),1,Featherdance (297),1,Fury Cutter (210),1,Roost (117),24,Aerial Ace (332),26,Metal Claw (232),28,Crush Claw (306),30,Shadow Claw (139),32,Night Slash (168),35,Swords Dance (14),38,X-Scissor (36),40,Dragon Claw (337),43,Extremespeed (245),46,Drill Peck (65),50,Aqua Tail (49),52,Iron Tail (231),55,Brave Bird (123),60,Boomburst (253),0,None (0),2 (0x2),face305.gtx Regular (280),poke_dance.fsys -> ohsubame.atx (0x1D7C3200),2 (0x2),face305.gtx Shiny (666),poke_dance.fsys -> ohsubame_c.atx (0x1D7D3200)
"Shroomish"  - 306,Very Fast (1),255,50% Male (127),65,70 (0x46),4,45,747 (0x2EB),285 (0x11D),1360 (0x550),285,34,"Shroomish" (0x505),"Mushroom" (0x628),0 (0x0),287 (0x11F),673 (0x2A1),pkx_kinococo.fsys (306),Grass (12),Grass (12),Effect Spore (27),Poison Heal (50),false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),60,115,80,50,60,35,1,0,0,0,0,0,Level Up (4),23 (0x17),Breloom (307),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Bullet Seed (331),4,Stun Spore (78),7,Sleep Powder (79),10,Leech Seed (73),16,Headbutt (29),22,Mega Drain (72),26,Giga Drain (202),29,Body Slam (34),34,Seed Bomb (106),40,Spore (147),45,Facade (263),50,Wood Hammer (150),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),6 (0x6),face306.gtx Regular (281),poke_dance.fsys -> kinococo.atx (0x1CCF3200),6 (0x6),face306.gtx Shiny (667),poke_dance.fsys -> kinococo_c.atx (0x1CD03200)
"Breloom"  - 307,Very Fast (1),90,50% Male (127),165,70 (0x46),12,392,748 (0x2EC),286 (0x11E),1360 (0x550),286,35,"Breloom" (0x506),"Mushroom" (0x628),0 (0x0),288 (0x120),674 (0x2A2),pkx_kinogassa.fsys (307),Grass (12),Fight (1),Adaptability (81),None (0),false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),75,155,100,70,75,75,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Drain Punch (22),1,Seed Bomb (106),1,Leech Seed (73),1,Leech Life (81),62,Poison Jab (15),64,Zen Headbutt (5),66,Jump Kick (26),68,Leaf Blade (348),70,Swords Dance (14),72,Earthquake (89),74,Hammer Arm (118),76,Iron Tail (231),78,Wood Hammer (150),80,Close Combat (119),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face307.gtx Regular (282),poke_dance.fsys -> kinogassa.atx (0x1CD13200),4 (0x4),face307.gtx Shiny (668),poke_dance.fsys -> kinogassa_c.atx (0x1CD23200)
