Entry Name,Species,Level,Happiness,Item,Unknown Flag 1,Unknown Flag 2,Unknown Flag 3,Unknown Flag 4,Unknown Flag 5,Unknown Flag 6,Unknown Flag 7,Unknown Flag 8,Unknown,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Shininess,Use species second ability,Gender,Nature,Unknown 2
Banette - 468,Banette (378),37,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Substitute (164),Will-O-Wisp (261),Knock Off (48),Sunny Day (241),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Aerodactyl - 469,Aerodactyl (142),39,0,Pecha Berry (135),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Rock Slide (157),Bulldoze (222),Aerial Ace (332),Crunch (242),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Forretress - 470,Forretress (205),42,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,U-Turn (287),Iron Defense (334),Headbutt (29),X-Scissor (36),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Jynx - 471,Jynx (124),41,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Freeze Dry (198),Shadow Ball (247),Tri Attack (161),Hail (258),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Omanyte - 472,Omanyte (138),24,0,Iron (65),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Icy Wind (196),Shell Smash (112),Mud Shot (341),Water Pulse (352),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Milotic - 473,Milotic (329),27,0,HP Up (63),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Psybeam (60),Calm Mind (129),Aurora Beam (62),Water Pulse (352),Never (0x0),FALSE,Female (1),Hardy (0),64 (0x40)
Cacturne - 474,Cacturne (345),42,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Drain Punch (22),Sandstorm (201),Thunder Punch (9),Sucker Punch (21),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Meganium - 475,Meganium (154),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Energy Ball (91),Leech Seed (73),Moonlight (236),Flamethrower (53),Never (0x0),TRUE,Female (1),Hardy (0),128 (0x80)
Espeon - 476,Espeon (196),42,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Flash Cannon (295),Shadow Ball (247),Extrasensory (326),Calm Mind (129),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Roselia - 477,Roselia (363),39,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Signal Beam (324),Synthesis (235),Sludge (124),Razor Leaf (75),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Beedrill - 478,Beedrill (15),42,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Poison Jab (15),Sucker Punch (21),Lunge (145),Steel Wing (211),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Venomoth - 479,Venomoth (49),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Steel Wing (211),Shadow Ball (247),Signal Beam (324),Sludge Bomb (188),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Weezing - 480,Weezing (110),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dragonbreath (225),Air Slash (154),Shadow Ball (247),Sludge Bomb (188),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Muk - 481,Muk (89),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Fire Punch (7),Curse (174),Drain Punch (22),Thunder Punch (9),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Camerupt - 482,Camerupt (340),60,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Lava Plume (233),Rock Slide (157),Sunny Day (241),Bulldoze (222),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Scizor - 483,Scizor (212),39,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Poison Jab (15),Drill Peck (65),Swords Dance (14),U-Turn (287),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Swellow - 484,Swellow (305),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Extremespeed (245),Swords Dance (14),X-Scissor (36),Dragon Claw (337),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Marowak - 485,Marowak (105),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Lunge (145),Zen Headbutt (5),Bone Club (10),Iron Head (19),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Grumpig - 486,Grumpig (352),36,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dark Pulse (66),Psybeam (60),Sludge (124),Signal Beam (324),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Sealeo - 487,Sealeo (342),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hail (258),Aqua Tail (49),Water Pulse (352),Aurora Beam (62),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Sandslash - 488,Sandslash (28),42,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Slash (163),Rock Slide (157),Drill Run (312),Shadow Claw (139),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Donphan - 489,Donphan (232),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Rock Slide (157),Stomping Tantrum (175),Lunge (145),Iron Head (19),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Rapidash - 490,Rapidash (78),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,High Horsepower (278),Blaze Kick (299),Jump Kick (26),Wild Charge (248),Never (0x0),TRUE,Female (1),Hardy (0),128 (0x80)
Primeape - 491,Primeape (57),25,0,Protein (64),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Fake Out (252),Mach Punch (183),Fire Punch (7),Low Sweep (27),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Gligar - 492,Gligar (207),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Drill Run (312),Steel Wing (211),Rock Slide (157),Cross Poison (342),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Shuckle - 493,Shuckle (213),42,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Liquidation (230),Wild Charge (248),Rest (156),Icicle Crash (99),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Magby - 494,Magby (240),26,0,Nugget (110),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Mud Shot (341),Dragonbreath (225),Ancientpower (246),Flame Wheel (172),Never (0x0),FALSE,Male (0),Mild (16),128 (0x80)
Feraligatr - 495,Feraligatr (160),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Facade (263),Aqua Jet (37),Superpower (276),Waterfall (127),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Nosepass - 496,Nosepass (320),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Shock Wave (351),Lock-On (199),Volt Switch (289),Aura Sphere (4),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Torkoal - 497,Torkoal (321),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Flash Cannon (295),Sunny Day (241),Flamethrower (53),Razor Shell (179),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Magmar - 498,Magmar (126),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Sunny Day (241),Power Gem (285),Nasty Plot (140),Aura Sphere (4),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Ledian - 499,Ledian (166),40,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Aerial Ace (332),Quiver Dance (43),Steel Wing (211),Silver Wind (318),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Granbull - 500,Granbull (210),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Shadow Claw (139),Stomping Tantrum (175),Crunch (242),Psychic Fangs (135),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Cradily - 501,Cradily (389),42,0,Sitrus Berry (142),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Leech Seed (73),Seed Bomb (106),Rock Slide (157),Leech Life (81),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Togetic - 502,Togetic (176),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dragon Pulse (110),Aura Sphere (4),Air Slash (154),Dazzling Gleam (169),Never (0x0),FALSE,Female (1),Hardy (0),128 (0x80)
Gardevoir - 503,Gardevoir (394),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Moonblast (296),Moonlight (236),Hyper Voice (304),Aura Sphere (4),Never (0x0),FALSE,Female (1),Hardy (0),64 (0x40)
Blaziken - 504,Blaziken (282),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Ice Punch (8),Shadow Punch (325),Blaze Kick (299),Sky Uppercut (327),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Ninetales - 505,Ninetales (38),45,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Flash Cannon (295),Heat Wave (257),Extrasensory (326),Power Gem (285),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Manectric - 506,Manectric (338),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Shadow Ball (247),Heat Wave (257),Nasty Plot (140),Extrasensory (326),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Dodrio - 507,Dodrio (85),28,0,Carbos (66),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Rock Tomb (317),Bulldoze (222),Feint Attack (185),Aerial Ace (332),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Magneton - 508,Magneton (82),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Tri Attack (161),Metal Sound (319),Flash Cannon (295),Discharge (134),Never (0x0),FALSE,Genderless (2),Hardy (0),128 (0x80)
Pupitar - 509,Pupitar (247),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Stone Edge (39),Dragon Tail (46),Crunch (242),Earthquake (89),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Golem - 510,Golem (76),45,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Double-Edge (38),Drill Run (312),Stone Edge (39),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Scizor - 511,Scizor (212),45,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Sky Uppercut (327),Drill Peck (65),Swords Dance (14),Lunge (145),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Snorlax - 512,Snorlax (143),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Zen Headbutt (5),Iron Head (19),Rest (156),Belly Drum (187),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Dodrio - 513,Dodrio (85),48,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Drill Peck (65),Rock Slide (157),Iron Head (19),Steel Wing (211),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Cloyster - 514,Cloyster (91),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Ice Beam (58),Iron Head (19),Tri Attack (161),Liquidation (230),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Ursaring - 515,Ursaring (217),45,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Superpower (276),Slash (163),Metal Claw (232),Brick Break (280),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Glalie - 516,Glalie (347),45,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Icicle Crash (99),Rock Slide (157),Hail (258),Aura Sphere (4),Never (0x0),FALSE,Female (1),Jolly (13),0 (0x0)
Donphan - 517,Donphan (232),28,0,Iron (65),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Rock Polish (159),Rock Tomb (317),Bulldoze (222),Heart Stamp (170),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Parasect - 518,Parasect (47),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Night Slash (168),U-Turn (287),Shadow Claw (139),Lunge (145),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Victreebel - 519,Victreebel (71),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Poison Jab (15),Meteor Mash (309),Night Slash (168),X-Scissor (36),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Scyther - 520,Scyther (123),41,0,Eviolite (54),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Tailwind (219),X-Scissor (36),Aerial Ace (332),Protect (155),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Weezing - 521,Weezing (110),39,0,Wiki Berry (144),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Will-O-Wisp (261),Fire Blast (126),Sludge Wave (308),Reflect (115),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Gligar - 522,Gligar (207),39,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,U-Turn (287),Steel Wing (211),Rock Slide (157),Roost (117),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Magneton - 523,Magneton (82),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Tri Attack (161),Discharge (134),Flash Cannon (295),Metal Sound (319),Never (0x0),FALSE,Genderless (2),Hardy (0),0 (0x0)
Ampharos - 524,Ampharos (181),47,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Energy Ball (91),Extrasensory (326),Dragon Pulse (110),Flamethrower (53),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Electrode - 525,Electrode (101),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Flash Cannon (295),Psystrike (218),Signal Beam (324),Flamethrower (53),Never (0x0),FALSE,Genderless (2),Hardy (0),0 (0x0)
Seadra - 526,Seadra (117),29,0,Calcium (67),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Ancientpower (246),Aurora Veil (32),Aqua Jet (37),Dragonbreath (225),Never (0x0),FALSE,Male (0),Hardy (0),128 (0x80)
Sandslash - 527,Sandslash (266),45,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Rock Slide (157),Hone Claws (12),Stomping Tantrum (175),Ice Punch (8),Never (0x0),FALSE,Male (0),Hardy (0),64 (0x40)
Delcatty - 528,Delcatty (316),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Moonblast (296),Hyper Voice (304),Aura Sphere (4),Moonlight (236),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Kangaskhan - 529,Kangaskhan (115),48,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Liquidation (230),Body Slam (34),Iron Head (19),Zen Headbutt (5),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Exploud - 530,Exploud (372),49,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dragon Hammer (90),Iron Head (19),Earthquake (89),Zen Headbutt (5),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Sneasel - 531,Sneasel (215),48,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hone Claws (12),Ice Punch (8),Shadow Claw (139),Night Slash (168),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Gengar - 532,Gengar (94),63,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Fire Blast (126),Zap Cannon (192),Dragon Pulse (110),Sludge Wave (308),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Ariados - 533,Ariados (168),49,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Psychic Fangs (135),Leech Life (81),Dragon Hammer (90),Cross Poison (342),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Nidoqueen - 534,Nidoqueen (31),48,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Zen Headbutt (5),Liquidation (230),Blaze Kick (299),Rock Slide (157),Never (0x0),TRUE,Female (1),Hardy (0),0 (0x0)
Tangela - 535,Tangela (114),44,0,Eviolite (54),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Protect (182),Leaf Storm (121),Power Whip (313),Ice Fang (282),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Absol - 536,Absol (376),49,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Knock Off (48),Pursuit (228),Swords Dance (14),Stomping Tantrum (175),Never (0x0),FALSE,Female (1),Hardy (0),0 (0x0)
Gligar - 537,Gligar (207),29,0,Iron (65),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Bulldoze (222),Dragon Dance (125),Acrobatics (178),Roost (117),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Kecleon - 538,Kecleon (317),53,0,Chople Berry (149),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Zen Headbutt (5),Dragon Hammer (90),Aqua Tail (49),Iron Tail (231),Never (0x0),FALSE,Female (1),Gentle (21),0 (0x0)
Kabutops - 539,Kabutops (141),40,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Shadow Claw (139),Razor Shell (179),Rock Tomb (317),Slash (163),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Salamence - 540,Salamence (397),53,0,Yache Berry (163),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Dragon Claw (337),Crunch (242),Zen Headbutt (5),Outrage (200),Never (0x0),TRUE,Female (1),Jolly (13),0 (0x0)
Flygon - 541,Flygon (334),52,0,Haban Berry (164),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,High Horsepower (278),Iron Tail (231),Aqua Tail (49),Earthquake (89),Never (0x0),TRUE,Male (0),Adamant (3),0 (0x0)
Mawile - 542,Mawile (355),44,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Knock Off (48),Ice Fang (282),Fire Fang (213),Metal Claw (232),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Skarmory - 543,Skarmory (227),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,U-Turn (287),Night Slash (168),Metal Sound (319),Steel Wing (211),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
RoboGroudn - 544,RoboGroudn (253),75,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,252,0,60,0,128,0,Iron Tail (231),Overheat (315),Heat Wave (257),Earthquake (89),Never (0x0),FALSE,Genderless (2),Hardy (0),0 (0x0)
Sudowoodo - 545,Sudowoodo (185),36,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Rock Tomb (317),Feint Attack (185),Needle Arm (302),Razor Leaf (75),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
Porygon2 - 546,Porygon2 (233),47,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hex (251),Freeze Dry (198),Signal Beam (324),Skill Swap (298),Never (0x0),FALSE,Genderless (2),Hardy (0),0 (0x0)
Blastoise - 547,Blastoise (9),46,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Scald (17),Flash Cannon (295),Power Gem (285),Calm Mind (129),Never (0x0),TRUE,Male (0),Hardy (0),0 (0x0)
RoboGroudn - 548,RoboGroudn (253),100,0,Assault Vest (108),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,252,0,128,0,128,0,Iron Tail (231),Overheat (315),Heat Wave (257),Earthquake (89),Never (0x0),FALSE,Genderless (2),Relaxed (7),0 (0x0)
Ivysaur - 549,Ivysaur (2),1,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Hidden Power (314),Leaf Storm (121),Leech Seed (73),Swords Dance (14),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
Aerodactyl - 550,Aerodactyl (142),43,0,None (0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0 (0x0),0,0,0,0,0,0,0,0,0,0,0,0,Bone Club (10),Iron Head (19),Hone Claws (12),Crunch (242),Never (0x0),FALSE,Male (0),Hardy (0),0 (0x0)
