Entry Name,Species,Level,Happiness,Item,AI Role,Is Key Strategic Pokemon,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Shininess,Use species second ability,Gender,Nature,Can Fill Combo A Role 1,Can Fill Combo A Role 2,Can Fill Combo B Role 1,Can Fill Combo B Role 2
Dodrio - 199,Dodrio (85),83,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Hi Jump Kick (136),Head Smash (131),Iron Tail (231),Earthquake (89),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Duskull - 200,Duskull (361),20,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Trick Room (54),Confuse Ray (109),Shadow Punch (325),Will-O-Wisp (261),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gorebyss - 201,Gorebyss (375),84,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Blizzard (59),Moonblast (296),Psystrike (218),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Parasect - 202,Parasect (47),84,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Crabhammer (152),Wood Hammer (150),First Impression (24),Hammer Arm (118),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Golem - 203,Golem (76),84,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Head Smash (131),Explosion (153),Wild Charge (248),Flare Blitz (25),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Crobat - 204,Crobat (169),84,0,None (0),８人シングルA２　一撃  (74),0,0,0,0,0,0,0,0,0,0,0,0,0,Cross Chop (238),Aeroblast (177),Drill Run (312),Leaf Blade (348),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kecleon - 205,Kecleon (317),84,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Giga Impact (320),Aqua Tail (49),Iron Tail (231),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dragonite - 206,Dragonite (149),85,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Dragon Hammer (90),Iron Tail (231),Dragon Ascent (316),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gyarados - 207,Gyarados (130),85,0,None (0),スペシャリスト  (4),0,0,0,0,0,0,0,0,0,0,0,0,0,Aqua Tail (49),Dragon Hammer (90),Play Rough (70),Dragon Dance (349),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kingdra - 208,Kingdra (230),85,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Aqua Tail (49),Ice Hammer (249),Dark Pulse (66),Dragon Pulse (110),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Golduck - 209,Golduck (55),86,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Water Spout (323),Sludge Bomb (188),Recover (105),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Marowak - 210,Marowak (105),86,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Head Smash (131),Stone Edge (39),Ice Hammer (249),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Kangaskhan - 211,Kangaskhan (115),86,0,None (0),８人シングルS１　ワタッコ  (72),0,0,0,0,0,0,0,0,0,0,0,0,0,Hammer Arm (118),Outrage (200),Giga Impact (320),Wild Charge (248),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Poliwrath - 212,Poliwrath (62),87,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Crabhammer (152),Close Combat (119),Hammer Arm (118),Ice Hammer (249),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Weezing - 213,Weezing (110),87,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Boomburst (253),Overheat (315),Explosion (153),Gunk Shot (148),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Magmar - 214,Magmar (126),87,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Boomburst (253),Eruption (284),Solarbeam (76),Overheat (315),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Doduo - 215,Doduo (84),22,0,None (0),８人シングルA２　一撃  (74),0,0,0,0,0,0,0,0,0,0,0,0,0,Tri Attack (161),Growl (45),Pursuit (228),Roost (117),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Walrein - 216,Walrein (343),89,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Freeze Dry (198),Aurora Veil (32),Scald (17),Aura Sphere (4),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Wailord - 217,Wailord (314),89,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Scald (17),Iron Head (19),Rest (156),Body Slam (34),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Milotic - 218,Milotic (329),89,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Extrasensory (326),Dragon Pulse (110),Scald (17),Aura Sphere (4),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Weepinbell - 219,Weepinbell (70),23,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Razor Leaf (75),Absorb (71),Leech Seed (73),Sleep Powder (79),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Swellow - 220,Swellow (305),90,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Drill Peck (65),Aqua Tail (49),Iron Tail (231),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Raichu - 221,Raichu (26),90,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Flare Blitz (25),Wild Charge (248),Iron Tail (231),Aqua Tail (49),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Wailord - 222,Wailord (314),90,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Scald (17),Iron Head (19),Rest (156),Body Slam (34),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Breloom - 223,Breloom (307),90,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Drain Punch (22),Seed Bomb (106),Leech Seed (73),Leech Life (81),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Blaziken - 224,Blaziken (282),90,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Brave Bird (123),Shadow Punch (325),Flare Blitz (25),Hi Jump Kick (136),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Altaria - 225,Altaria (359),90,0,None (0),スペシャリスト  (4),0,0,0,0,0,0,0,0,0,0,0,0,0,Perish Song (195),Extremespeed (245),Zen Headbutt (5),Dragon Dance (349),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Delcatty - 226,Delcatty (316),90,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Doom Desire (353),Hyper Beam (63),Boomburst (253),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Roselia - 227,Roselia (363),90,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf Storm (121),Solarbeam (76),Sludge Wave (308),Spiky Shield (275),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Magneton - 228,Magneton (82),90,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Lock-On (199),Power Gem (285),Thunderbolt (85),Nasty Plot (140),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Meganium - 229,Meganium (154),91,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Heat Wave (257),Leaf Storm (121),Dazzling Gleam (169),Solarbeam (76),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Raticate - 230,Raticate (20),91,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Iron Tail (231),Giga Impact (320),Psychic Fangs (135),High Horsepower (278),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tangela - 231,Tangela (114),91,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Calm Mind (129),Energy Ball (91),Sleep Powder (79),Body Slam (34),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Tauros - 232,Tauros (128),91,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Flare Blitz (25),Double-Edge (38),Earthquake (89),Megahorn (224),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sneasel - 233,Sneasel (215),91,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hone Claws (12),Ice Punch (8),Shadow Claw (139),Night Slash (168),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Crobat - 234,Crobat (169),91,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Cross Chop (238),Aeroblast (177),Drill Run (312),Leaf Blade (348),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gengar - 235,Gengar (94),91,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Fire Blast (126),Zap Cannon (192),Dragon Pulse (110),Sludge Wave (308),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Alakazam - 236,Alakazam (65),91,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Calm Mind (129),Light Screen (113),Thunderbolt (85),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dewgong - 237,Dewgong (87),92,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Waterfall (127),Freeze Dry (198),Drill Run (312),Zen Headbutt (5),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Cloyster - 238,Cloyster (91),92,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Blizzard (59),Psychic (94),Thunderbolt (85),Moonblast (296),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Slowbro - 239,Slowbro (80),92,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Psycho Boost (354),Sludge Bomb (188),Ice Beam (58),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Jynx - 240,Jynx (124),92,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Psycho Boost (354),Boomburst (253),Blizzard (59),Hyper Beam (63),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Onix - 241,Onix (95),92,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Rock Polish (159),Head Smash (131),Rock Slide (157),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Hitmonchan - 242,Hitmonchan (107),92,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Focus Punch (264),Meteor Mash (309),Close Combat (119),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Hitmonlee - 243,Hitmonlee (106),92,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Hi Jump Kick (136),Hone Claws (12),Close Combat (119),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gengar - 244,Gengar (94),93,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Fire Blast (126),Zap Cannon (192),Dragon Pulse (110),Sludge Wave (308),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Weezing - 245,Weezing (110),93,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Boomburst (253),Overheat (315),Psystrike (218),Gunk Shot (148),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gyarados - 246,Gyarados (130),93,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Aqua Tail (49),Dragon Hammer (90),Play Rough (70),Dragon Dance (349),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Arbok - 247,Arbok (24),93,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Headbutt (29),Iron Head (19),Coil (111),Cross Poison (342),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gengar - 248,Gengar (94),93,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Fire Blast (126),Zap Cannon (192),Dragon Pulse (110),Sludge Wave (308),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dragonite - 249,Dragonite (149),93,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Flare Blitz (25),Iron Tail (231),Dragon Ascent (316),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dragonite - 250,Dragonite (149),93,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Flare Blitz (25),Iron Tail (231),Dragon Ascent (316),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dragonite - 251,Dragonite (149),93,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Flare Blitz (25),Iron Tail (231),Dragon Ascent (316),Never (0x0),TRUE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Natu - 252,Natu (177),22,0,None (0),スペシャリスト  (4),0,0,0,0,0,0,0,0,0,0,0,0,0,Roost (117),Gust (16),Confusion (93),Icy Wind (196),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Pidgeot - 253,Pidgeot (18),94,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Hyper Beam (63),Hurricane (239),Psystrike (218),Aeroblast (177),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Alakazam - 254,Alakazam (65),94,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Calm Mind (129),Light Screen (113),Thunderbolt (85),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Rhydon - 255,Rhydon (112),94,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Megahorn (224),Earthquake (89),Stone Edge (39),Superpower (276),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Xatu - 256,Xatu (178),94,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psystrike (218),Aeroblast (177),Flash Cannon (295),Aura Sphere (4),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Jynx - 257,Jynx (124),94,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Psycho Boost (354),Boomburst (253),Blizzard (59),Hyper Beam (63),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Exeggutor - 258,Exeggutor (103),94,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Leaf Storm (121),Psystrike (218),Solarbeam (76),Sludge Bomb (188),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Slowking - 259,Slowking (199),94,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Psycho Boost (354),Sludge Bomb (188),Ice Beam (58),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Fearow - 260,Fearow (22),23,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Rock Throw (88),Growl (45),Mud-Slap (189),Featherdance (297),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Butterfree - 261,Butterfree (12),23,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Confusion (93),Sleep Powder (79),Air Slash (154),Giga Drain (202),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Ariados - 262,Ariados (168),95,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Gunk Shot (148),Dragon Hammer (90),Leaf Blade (348),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Venomoth - 263,Venomoth (49),95,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane (239),Bug Buzz (30),Energy Ball (91),Sludge Wave (308),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Forretress - 264,Forretress (205),95,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,U-Turn (287),Iron Defense (334),Headbutt (29),X-Scissor (36),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Muk - 265,Muk (89),95,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Earthquake (89),Gunk Shot (148),Seed Bomb (106),Meteor Mash (309),Never (0x0),TRUE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Crobat - 266,Crobat (169),95,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Cross Chop (238),Aeroblast (177),Drill Run (312),Leaf Blade (348),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Hitmontop - 267,Hitmontop (237),95,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Superpower (276),Giga Impact (320),Earthquake (89),Double-Edge (38),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Hitmonlee - 268,Hitmonlee (106),95,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Hi Jump Kick (136),Hone Claws (12),Close Combat (119),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Hitmonchan - 269,Hitmonchan (107),95,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Double-Edge (38),Focus Punch (264),Meteor Mash (309),Close Combat (119),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Steelix - 270,Steelix (208),95,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Superpower (276),Head Smash (131),Iron Tail (231),Double-Edge (38),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Machamp - 271,Machamp (68),95,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Mash (309),Superpower (276),Close Combat (119),Stone Edge (39),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Lileep - 272,Lileep (388),24,0,None (0),天候  (13),0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Drain (202),Sandstorm (201),Toxic (92),Encore (227),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Umbreon - 273,Umbreon (197),96,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Foul Play (151),Iron Tail (231),Psychic Fangs (135),Play Rough (70),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Vileplume - 274,Vileplume (45),96,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Sludge Wave (308),Leaf Storm (121),Sludge Bomb (188),Earth Power (11),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gengar - 275,Gengar (94),96,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Fire Blast (126),Zap Cannon (192),Dragon Pulse (110),Sludge Wave (308),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Murkrow - 276,Murkrow (198),96,0,None (0),８人シングルA２　一撃  (74),0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane (239),Brave Bird (123),Foul Play (151),Iron Tail (231),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Houndoom - 277,Houndoom (229),96,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Solarbeam (76),Overheat (315),Foul Play (151),Nasty Plot (140),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Gyarados - 278,Gyarados (130),96,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Aqua Tail (49),Dragon Hammer (90),Play Rough (70),Dragon Dance (349),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dragonite - 279,Dragonite (149),96,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Flare Blitz (25),Iron Tail (231),Dragon Ascent (316),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dragonite - 280,Dragonite (149),96,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Flare Blitz (25),Iron Tail (231),Dragon Ascent (316),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dragonite - 281,Dragonite (149),96,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Outrage (200),Flare Blitz (25),Iron Tail (231),Dragon Ascent (316),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Aerodactyl - 282,Aerodactyl (142),96,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Bone Club (10),Iron Head (19),Hone Claws (12),Crunch (242),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Mightyena - 283,Mightyena (287),97,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Flare Blitz (25),Giga Impact (320),Crunch (242),Wild Charge (248),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Shiftry - 284,Shiftry (300),97,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Fake Out (252),Sucker Punch (21),Shadow Ball (247),Energy Ball (91),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Cacturne - 285,Cacturne (345),97,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Cross Chop (238),Power Whip (313),Foul Play (151),Earthquake (89),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Absol - 286,Absol (376),97,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Sucker Punch (21),Dragon Claw (337),Wild Charge (248),Play Rough (70),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sharpedo - 287,Sharpedo (331),97,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Outrage (200),Surf (57),Ice Hammer (249),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sneasel - 288,Sneasel (215),27,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hone Claws (12),Ice Punch (8),Shadow Claw (139),Night Slash (168),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Dusclops - 289,Dusclops (362),97,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Claw (139),Confuse Ray (109),Drain Punch (22),Zen Headbutt (5),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Banette - 290,Banette (378),97,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Claw (139),Destiny Bond (194),Spikes (191),Substitute (164),Never (0x0),FALSE,Male (0),Hardy (0),FALSE,FALSE,FALSE,FALSE
Sableye - 291,Sableye (322),97,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Foul Play (151),Zap Cannon (192),Thunderbolt (85),Bug Buzz (30),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Banette - 292,Banette (378),97,0,None (0),サポーター  (3),0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Claw (139),Destiny Bond (194),Spikes (191),Substitute (164),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Castform - 293,Castform (385),97,0,None (0),強化  (16),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Blizzard (59),Fire Blast (126),Flamethrower (53),Never (0x0),FALSE,Female (1),Hardy (0),FALSE,FALSE,FALSE,FALSE
Glalie - 294,Glalie (347),98,0,None (0),テッカ通常バトン  (68),0,0,0,0,0,0,0,0,0,0,0,0,0,Swords Dance (14),Ice Beam (58),Hail (258),Aura Sphere (4),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Walrein - 295,Walrein (343),98,0,None (0),注目  (15),0,0,0,0,0,0,0,0,0,0,0,0,0,Rain Dance (240),Tri Attack (161),Shadow Ball (247),Flash Cannon (295),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Milotic - 296,Milotic (329),98,0,None (0),フリー  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,Hydro Pump (56),Hyper Beam (63),Earth Power (11),Ice Beam (58),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
Walrein - 297,Walrein (343),98,0,None (0),状態変化優先  (73),0,0,0,0,0,0,0,0,0,0,0,0,0,Rain Dance (240),Tri Attack (161),Shadow Ball (247),Flash Cannon (295),Never (0x0),FALSE,Genderless (2),Hardy (0),FALSE,FALSE,FALSE,FALSE
